category_Id,asin,category,rank,image_urls,rating,rating_count,price,title,description,keyword,tag,ai_description,price_history
1380610031,B0B1B3T96K,Robotic Vacuums,1184,https://images-na.ssl-images-amazon.com/images/I/61YtlFfr9uL.jpg,4.5,9295,36900,"ECOVACS DEEBOT N8 PLUS 2-in-1 Robot Vacuum Cleaner, 2022 New Launch, Most Powerful Suction, Covers 2000+ Sq. Ft in One Charge, Advanced dToF Technology with OZMO Mopping (DEEBOT N8 PLUS) - White",Ecovacs Deebot Robotic Vacuum Cleaner,2-in-1 robot vacuum cleaner with advanced technology,Best Pick,Keep your floors clean effortlessly with the Ecovacs Deebot Robotic Vacuum Cleaner.,"[53007.99, 40146.75, 40912.81, 53007.99, 52012.27]"
1380609031,B08WXPJKWY,Handheld Vacuums,305,https://images-na.ssl-images-amazon.com/images/I/51k7RqniRuL.jpg,4.2,8261,2155,"Agaro Regal Plus Upright Vacuum Cleaner, 2-In-1, Handheld & Stick For Home And Office Use, 800 Watts , Transparent |Disk filter","Powerful 2 in 1 vacuum cleaner with stick which allows you to customize vacuuming as per your needs.;Effective for floor, upholstery, sofas, carpet & hardwood floors. Picks up all kinds of crumbs, pet hair, dust etc.
Light weight & portable;0.8 L Dust collecting capacity; 6.5 kPa suction Pressure;5 Meters long power cord.
Power: 800 Watts;Contents: Main Unit, Upright handle, Crevice nozzle, floor brush, connector tool, multipurpose brush.
1 Year Warranty.
Material Type: Plastic; Color Name: Transparent",2-in-1 upright vacuum cleaner,Best Pick,"Powerful 2-in-1 vacuum cleaner for customizable cleaning. Lightweight, portable, and effective on various surfaces. 800W power, 0.8L capacity, 6.5 kPa suction. 1-year warranty.","[2118.01, 2125.32, 2129.82, 2118.01, 2130.31]"
1380081031,B081NJ2BHS,Pop-up Toasters,17069,https://images-na.ssl-images-amazon.com/images/I/71mR+KlbZVL.jpg,4.1,1348,1599,"V-Guard VT230 2-Slice Automatic Pop-Up Toaster with Bun Warmer, Variable Browning Levels and Defrost & Reheat Functions (850 W, Black)","【BUN WARMING RACKS】To warm variety of buns, pavs, croissants, doughnuts etc.
【EXTRA WIDE 35 mm BREAD SLOTS】No longer cramming them in or cutting off the crusts
【DEFROST, REHEAT AND CANCEL BUTTON WITH LED ILLUMINATION】The defrost feature helps to defrost refrigerated bread in a go, the reheat feature comes in handy while reheating a toast and the cancel features lets you cancel the toasting cycle immediately
【REMOVABLE CRUMB COLLECTION TRAY】Makes it easy to remove left over crumbs ensuring the appliance is neat and tidy
【SLIDER BROWNING CONTROL】Warm the bread to your liking",2-slice automatic pop-up toaster with bun warmer,Best Pick,"Warm buns, croissants, and more with ease. Wide slots, defrost, reheat, cancel buttons. Easy cleanup with removable crumb tray. Adjustable browning control.","[1601.45, 1599.0, 1609.01, 1601.45, 1598.12]"
1380081031,B00ZGCKXUO,Pop-up Toasters,16478,https://images-na.ssl-images-amazon.com/images/I/31lqHjmVPRL.jpg,4.4,11211,4429,Dash Bread toaster 2 Slice with Extra Wide Slot | 1100W Pop up toaster 2 slices Automatic | 7 Browning Levels with Defrost & Reheat | Removable Crumb Tray | Black,"✅ COMPACT & VERSATILE: The Dash popup toaster 2 slice automatic is designed with an extra-wide slot for toasting bread and bagels of various sizes. This compact bread toaster is perfect for kitchens, bathroom counters, or any countertop space. Easy to clean and customer support ensures a hassle-free toasting experience every time.
✅ USER-FRIENDLY DESIGN: With temperature control settings, the Dash pop up toaster 2 slice automatic allows you to customize your toasting experience. Whether you prefer your toast light or dark, this toaster delivers perfect results every time. Its sleek design aesthetics make it a favorite among families, kids, and friends.
✅ EASE OF USE & VALUE: The Dash bread tosters machine 2 slice is all about convenience and value for money. Its quick toasting capabilities make breakfast preparation a breeze, saving you time in the morning rush. The product recommendation from satisfied customers speaks volumes about its affordability and functionality.
✅ QUICK BREAKFAST SOLUTION: The Dash toaster 2 slices is ideal for quick toasting of bread and bagels, making it a must-have for busy families, kids, and friends. Start your day right with a delicious and perfectly toasted slice of bread or bagel. Its versatility makes it suitable for use in any kitchen, bathroom counter, or countertop.
✅ OVERCOMING SHORTCOMINGS: Unlike low-quality bread toster, the Dash toaster bread ensures quick malfunction-free toasting every time. Say goodbye to lever problems with this high-quality product. Designed to meet customer expectations, this toaster offers reliable performance and user-friendly features, ensuring a seamless toasting experience.",2-slice bread toaster with multiple settings,Best Pick,Compact & versatile 2-slice toaster with customizable settings for perfect toasting every time. Quick breakfast solution for busy families. Overcome shortcomings with reliable performance.,"[9979.92, 4272.51, 6703.7, 9979.92, 11915.71]"
1380081031,B071VNHMX2,Pop-up Toasters,3007,https://images-na.ssl-images-amazon.com/images/I/31CLpobJstL.jpg,4.4,8955,2599,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),"Frequency: 50-60 Hz, Wattage: 830 W, Integrated cord storage,operating Voltage: 220 - 240 volts. Power : 760-900 W",2-slice pop-up toaster,Best Pick,"Powerful 830W blender with integrated cord storage, operates at 220-240V, 50-60Hz frequency.","[2376.98, 2565.12, 2431.97, 2376.98, 2346.22]"
1380081031,B00BG7KGXC,Pop-up Toasters,20831,https://images-na.ssl-images-amazon.com/images/I/31tU9gs2ssL.jpg,4.1,3772,2250,Morphy Richards AT-201 2-Slice 650-Watt Pop-Up Toaster (White),"2-slice toaster , Power Input : AC 220 - 240 V ,Frequency :50 Hz
Hi-lift feature for removing small slices of bread
Variable browning control (7 settings) with cancel function, The cancel feature is helpful incase you’ve accidentally entered the wrong settings
Crumb tray and wider slots for variable size of bread
Anti-slip feet design
6 months extended warranty on this product applicable on purchases from 1st Oct-21 to 30th Nov-21. Please register the product on Product Registration section on morphyrichardsindia website between 1st Oct-21 to 7th Dec-21 to avail the same.T&C apply
Warranty: 2 years on product",2-slice pop-up toaster,Next Best,"2-slice toaster with hi-lift feature, variable browning control, crumb tray, and anti-slip feet. 2-year warranty included.","[1876.05, 2097.46, 1891.88, 1876.05, 1796.62]"
1380081031,B075LXHN8C,Pop-up Toasters,37338,https://images-na.ssl-images-amazon.com/images/I/618g9Oz+H7L.jpg,4.2,1997,1349,Cello Quick 2 Slice Pop Up 300 Toaster | Aluminium-Plated Upper Cover | Carriage Handle and Cord storage facility | (White) 700 watts,"An adjustable knob lets you control the level of browness of the toasted bread. Choose lower settings for lighter toast or higher settings for darker, crispier toast.
A convenient pop out crumb tray at the bottom of the toaster collects fallen crumbs for easy cleaning.
The bottom of the toaster features a cord storage which lets you neatly wind up the toaster's cord when the unit is not in use.
The upper cover of the toaster is plated with aluminium for extra durability and easy maintenance.
A convenient 'cancel' button allows you to cancel the ongoing operation while a red light indicator alerts you when your toast is ready.",2-slice pop-up toaster,Eco Pick,Control toast browness with adjustable knob. Easy cleaning with pop out crumb tray. Cord storage for neatness. Durable aluminium cover. Cancel button and red light indicator for convenience.,"[1265.36, 1378.98, 1327.2, 1265.36, 1204.18]"
1380081031,B0073QGKAS,Pop-up Toasters,1494,https://images-na.ssl-images-amazon.com/images/I/41YAh7baUjL.jpg,4.2,10828,1449,Bajaj ATX 4 750-Watt 2-Slice Pop-up Toaster | Dust Cover & Slide Out Crumb Tray | 6-Level Browning Controls | Mid-Cycle Cancel Feature | 2-Yr Warranty by Bajaj | White Electric Toaster,"TYPE: Bajaj Toaster 2 Slices; SERIES: ATX 4 Pop up Toaster; WATTAGE: 750W; Bread Toaster 2 Slice; COLOUR: White.
ADJUSTABLE BROWNING CONTROL KNOB: ATX-4 is designed to deliver 6-LEVEL OF BREAD BROWNING CONTROL for convenient & desirable bread toast.
DUST COVER: Included dust cover which prevent dust or any insects into the bread slots for better hygiene.
SLIDE OUT CRUMB TRAY: It comes with easy Slide Out Crumb Tray for easy cleaning & maintenance.
MID-CYCLE CANCEL FUNCTION: This pop up toaster is designed with MID-CYCLE CANCEL Function to avoid unwanted over bread toasting.
EXTRA WIDE SLOT for accommodating different size of breads.
COMPONENT INCLUDED: 1N Pop up Toaster, 1N Dust Cover, User manual, Warranty card.
PRODUCT WARRANTY: 2-year product warranty by Bajaj Electricals Ltd; Domestic Warranty only. Terms & Conditions Applied.
CONSUMER SUPPORT - Reach out to Bajaj Consumer Care for any warranty/installation service.",2-slice pop-up toaster with browning controls and warranty,Best Pick,"Bajaj Toaster 2 Slices with adjustable browning control knob, dust cover, crumb tray, and mid-cycle cancel function. Extra wide slot for different bread sizes.","[1439.66, 1513.21, 1494.23, 1439.66, 1442.14]"
1380047031,B0B8J87HD9,Bread Makers,63525,https://images-na.ssl-images-amazon.com/images/I/414yAjmKDzL.jpg,4.5,561,18690,NAVSUKH 2in1 Domestic Flour Mill Atta Chakki Aata Maker Ghar Ghanti (2in1),"2 IN 1 flour mill grind all types of Masala, and Grains. 1 Year Warranty, 5 Years warranty on motor (Motor warranty is applicable only on orders after 08sep 2022), Except Consumables, Plastic, wooden & Rubber Parts. 35 Years Warranty On Grinding Chamber.Fully Automatic Machine With Child Lock Features And Musical Instruments.
Easy To Operate, Easy To Clean And No Need of Vacuume Cleaner And Avoid High Maintenance Plastic Chamber.
NO Demo Required For Operating our products. , Material : Glossy Finish Laminate, Free Accessory - Micro Filter, Container, Brush, Wheels, Cover(Worth Rupees 500/-) and 8 types of long lasting sieve (Jali) Set Provided to Grind to Any Fineness, to make different types of Flours & masalas, etc.
It Contains Food Grain Grinding Chamber With Hard Cutters. For Any Query Visit www.navsukhaataexpert.com OR Contact On +91 8949299514 (Mon-Sat, 12P.M.- 5P.M",2in1 flour mill,Best Pick,"2-in-1 flour mill grinds all types of Masala & Grains. Easy to operate, clean, and no vacuum cleaner needed. Child lock feature. 1-year warranty. Visit www.navsukhaataexpert.com for queries.","[18151.18, 18743.25, 18760.44, 18151.18, 18204.26]"
1380596031,B07H98FR1L,Vacuum Brushes,224009,https://images-na.ssl-images-amazon.com/images/I/8148CzdtF0L.jpg,3.8,172,599,"VMTC 2in1 Mattress Brush Nozzle Vacuum Cleaner Accessory for Eureka Forbes Some Models, HUBERTT (32mm)","VMTC strives to offer you the best in class “2in1 Mattress Brush Nozzle” Vacuum Cleaner Accessory with 32mm inner diameter. This 2in1 accessory can be used as a brush nozzle and as a mattress nozzle.
VMTC strives to offer you the best in class “2in1 Mattress Brush Nozzle” Vacuum Cleaner Accessory with 32mm inner diameter. This 2in1 accessory can be used as a brush nozzle and as a mattress nozzle.
EFFICIENCY: The bristles are hard for tough applications. The nozzle is wide and sturdy enough to make your work easy and fast. Hard brush easily removes dried dirt on foot-mats or seats. Sturdy Bristles for removing dried-on dirt. Can be used both as a brush nozzle and as a mattress nozzle.
FUNCTIONALITY: Just slide the brush part from one end and take it off to use this as a mattress nozzle. Can be used for cleaning your bench mats, chair seats, cushions, car seats, car mats, heavy curtains, sofas, upholstery, upholstered furniture, small areas etc. Ideal for Interior car cleaning. Not ideal for cleaning floor carpets as the nozzle size is small for that application.
COMPATIBILITY: Compatible with Eureka Forbes Euroclean X-Force, Euroclean Star, Euroclean I-Clean, WD Mini, EWD Mini, Mini Wet & Dry, Vogue, trendy, XL, Ace, 300, Jet Models, Xeon, Quick Clean, DX 1200, Trendy Zip,Wet & Dry Ultimo 20 ltrs. Philips all FC9 models plus FC 8607, Kent Force Cyclonic vacuum cleaner, Roots Super Vac, Rusell Hobbs all models, Tata Croma CRAC0060 Wet and Dry. Also Compatible with HUBERTT Vacuum Cleaners HNT20, PWR 35.",2in1 vacuum cleaner accessory,Best Pick,Get the best 2in1 Mattress Brush Nozzle for efficient cleaning. Compatible with various vacuum cleaner models. Easy to use and versatile.,"[592.78, 583.66, 588.88, 592.78, 574.38]"
1380611031,B00EJQQUM8,Stick Vacuums & Electric Brooms,1534958,https://images-na.ssl-images-amazon.com/images/I/31R4I4N6W-L.jpg,3.9,17132,10909.99,Dirt Devil Vacuum Cleaner Vibe 3-in-1 Corded Bagless Stick and Handheld Vacuum Cleaner SD20020,,3-in-1 corded bagless stick and handheld vacuum cleaner,Best Pick,,"[10859.3, 10909.99, 10874.02, 10859.3, 10935.98]"
1380055031,B09FPP3R1D,Egg Boilers,13430,https://images-na.ssl-images-amazon.com/images/I/31afXBXOUVL.jpg,4,1133,1871,"Glen 3 in 1 Electric Multi Cooker - Steam, Cook & Egg Boiler with 350 W (SA 3035MC), 2 Years Warranty","A compact 3 in 1 multipurpose is perfect egg boiler able to cook & steaming various foods
Equipped with steam/egg plate for boiling 8 eggs at a time or steaming vegetables, meat or fish
A measuring cup with piercing pin also comes with 350W power to boil & steam foods quickly. It has a boil dry protection that cuts off the supply once the water is finished, cuts off the supply once the water is finished
Allows you to set time upto 45 minute depending upon the recipe
Different vegetables like broccoli, corn, sweet potato & meats can be steamed| An indicator light is present on the front side which lights up when the unit is in operation.;Input supply: 230 V AC 50 Hz | Cord Plug / Length: 3 Pins/1.0 m | Package Includes: Main Unit, Top Cover, egg plate, measuring cup with piercing pin, User's Guide
Care Instructions: Dry Clean Only; Color Name: Grey; Size Name: Small; Material Type: Plastic
2 Years warranty on product",3-in-1 electric multi cooker,Best Pick,"Compact 3-in-1 egg boiler & steamer with 8 egg capacity. Boil & steam veggies, meats, and fish quickly. Set timer up to 45 mins. Boil dry protection. 2-year warranty.","[1861.21, 1871.0, 1866.14, 1861.21, 1857.71]"
1380050031,B0BRFQDG8R,Mini Food Processors & Choppers,11933,https://images-na.ssl-images-amazon.com/images/I/5121LYnAi2L.jpg,3.9,2176,999,Wonderchef Smart Turbo Chopper 3-in-1 Chop | Mince | Whip | 1 Year Warranty,"The first gear is for power and fourth gear for speed
Super sharp stainless steel blades for versatile usage for chopping, kneading & whipping
Compact design with non-slip and durable body
Wonderchef products are inspired by Italian Design and adhere to German Quality Standards. They are covered by reliable Wonderchef Warrranty. T&C apply
Country of origin: India",3-in-1 food processor,Best Pick,"First gear for power, fourth gear for speed. Sharp stainless steel blades for chopping, kneading & whipping. Compact design with non-slip body. Inspired by Italian Design, adhering to German Quality Standards. Covered by Wonderchef Warranty. T&C apply.","[967.69, 987.84, 975.99, 967.69, 993.32]"
2088589031,B09J2SCVQT,Juicer Mixer Grinders,8,https://images-na.ssl-images-amazon.com/images/I/7152-mn8mKL.jpg,4.3,20155,1898,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),"Make Smoothies and Juices within seconds.
Also suitable for dry grinding, chutneys and dips
Powerful 500 W copper motor can grind almost any food.
Best in the segment customer support and quality
Includes easy to make and carry sipper jar",3-in-1 juicer mixer grinder,Best Pick,Make smoothies and juices in seconds with powerful 500W motor. Includes sipper jar for easy carrying. Best customer support.,"[1932.49, 1898.05, 1933.89, 1932.49, 1939.44]"
1380045031,B09J2SCVQT,Juicer Mixer Grinders,8,https://images-na.ssl-images-amazon.com/images/I/7152-mn8mKL.jpg,4.3,20174,1898,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),"Make Smoothies and Juices within seconds.
Also suitable for dry grinding, chutneys and dips
Powerful 500 W copper motor can grind almost any food.
Best in the segment customer support and quality
Includes easy to make and carry sipper jar",3-in-1 juicer mixer grinder,Best Pick,Make smoothies & juices in seconds with powerful 500W motor. Best customer support & quality. Includes sipper jar.,"[1932.31, 1898.04, 1933.53, 1932.31, 1939.35]"
2088589031,B099ZY65YJ,Juicer Mixer Grinders,1581,https://images-na.ssl-images-amazon.com/images/I/51cgwQFB-NL.jpg,3.7,4876,2999,"Maharaja Whiteline Odacio Prime Juicer Mixer Grinder with 3 Jars, Motor, Superior Stainless Steel Mesh, High Grade Plastic Lid for More Durability, 2 Year Warranty (Blue & White)","Durable stainless steel juicer mesh
Detachable anti-drip spout to prevent spillage of juice",3-in-1 kitchen appliance,Best Pick,Stainless steel juicer mesh with detachable anti-drip spout for spill prevention.,"[3103.74, 3029.01, 3134.33, 3103.74, 3113.62]"
4375446031,B0BB3SDD7J,Mixer Grinders,140,https://images-na.ssl-images-amazon.com/images/I/51NNA+k9S0L.jpg,4,22124,1999,Bajaj GX-1 Mixer Grinder 500W|Superior Mixie For Kitchen|2-in-1 for Dry Grinding| Blade Function With Titan Motor|3 Stainless Steel Mixer Jars|1 Year Product Warranty By Bajaj|Black,"Wattage: 500 W; Voltage: 220-240V; Revolution: 20000
The mixer grinder features three jars (1.20L liquidizing, 0.8L multi-purpose, 0.4L chutney) with stainless steel blades, an ABS body, PVC cord, and 3-speed control with an incher for momentary operation.
The mixer grinder boasts an elegant body design and a multi-functional blade system for versatile and efficient use. It has a 500W Titan motor for superior performance.
The mixer grinder is equipped with a motor overload protector, ensuring durability and reliability.
1 Year Product Warranty By Bajaj
Mixer: 1N, Liquidizing Jar: 1N, Grinding Jar: 1N, Chutney Jar: 1N, Liquidizing Lid: 1N, Grinding Lid: 1N, Chutney Lid: 1N, Warranty Card: 1N, Instruction Manual: 1N",3-in-1 mixer grinder,Best Pick,"500W mixer grinder with 3 jars, ABS body, and motor overload protector. 1-year warranty by Bajaj.","[2149.98, 2149.87, 2179.52, 2149.98, 2185.68]"
